1;82;
2;92;
3;98;
4;70;
5;64;
6;94;
7;30;
8;84;
9;72;
10;70;
11;98;
12;72;
13;80;
14;100;
15;72;
16;92;
17;68;
18;58;
19;92;
20;82;
21;88;
22;88;
23;94;
24;86;
25;78;
26;92;
27;58;
28;100;
29;68;
30;84;
31;94;
32;90;
33;76;
34;78;
35;80;
36;62;
37;44;
38;48;
39;78;
40;64;
