1;8,8
2;8,0
3;9,0
4;9,6
5;7,0
6;9,6
7;8,4
8;8,8
9;7,2
10;9,4
11;9,8
12;9,4
13;7,4
14;6,4
15;7,6
16;3,4
17;7,6
18;7,8
19;8,8
20;6,8
21;9,8
22;9,0
23;8,4
24;8,8
25;9,4
26;9,0
27;8,2
28;7,4
29;7,0
30;6,4
31;9,4
32;7,8
33;9,0
34;7,2
35;5,0
36;7,4
37;5,6
38;7,8
39;8,2
40;4,2
41;7,2
42;7,0
43;6,6
44;5,6
45;6,6
46;6,8
47;8,0
48;7,4
49;7,0
50;1,8
51;7,6
52;9,8
53;7,0
54;6,4
55;8,4
56;5,6
57;9,6
58;7,6
59;7,8
60;9,4
61;2,2
62;6,0
63;6,8
64;5,2
65;9,6
66;9,2
67;8,2
68;9,2
69;9,8
70;7,6
71;10,0
72;9,4
73;9,6
74;7,4
75;8,2
76;4,0
77;9,4
78;9,0
79;8,2
80;7,2
81;1,2
82;1,8
83;1,6
84;1,8
85;4,0
86;0,6
87;0,4
88;1,6
89;0,0
90;0,2
91;0,2
92;0,0
93;0,2
94;0,0
95;0,0
96;0,2
97;0,0
98;0,2
99;0,8
100;0,2
101;2,0
102;1,8
103;1,2
104;1,4
105;0,8
106;0,2
107;0,0
108;0,0
109;0,4
110;0,6
111;0,4
112;0,0
113;0,2
114;0,2
115;0,0
116;0,0
117;0,0
118;0,6
119;0,2
120;0,4
121;0,0
122;0,2
123;0,8
124;0,0
125;1,0
126;0,4
127;0,6
128;0,2
129;0,2
130;0,0
131;0,0
132;0,0
133;0,0
134;0,0
135;0,2
136;0,0
137;0,2
138;0,4
139;0,8
140;1,6
141;0,0
142;0,2
143;1,8
144;0,0
145;0,2
146;0,0
147;0,4
148;0,0
149;3,0
150;2,2
151;2,2
152;2,2
153;9,8
154;1,6
155;0,2
156;0,0
157;0,4
158;0,0
159;0,0
160;1,8
161;1,0
162;1,6
163;1,8
164;1,4
165;1,0
166;0,4
167;0,6
168;0,0
169;0,4
170;0,0
171;0,6
172;0,8
173;0,0
174;0,0
175;0,0
176;0,0
177;0,2
178;0,2
179;0,6
180;0,2
181;0,0
182;0,0
183;7,6
184;0,6
185;0,2
186;0,0
187;0,0
188;0,4
189;0,2
190;0,0
191;0,2
192;0,2
193;0,2
194;0,6
195;0,2
196;1,0
197;0,0
198;0,4
199;0,4
200;0,0
201;0,2
202;0,2
203;1,2
204;0,2
205;0,2
206;0,0
207;0,2
208;0,0
209;0,4
210;0,2
211;0,4
212;0,4
213;0,0
214;0,6
215;1,2
216;0,0
217;0,2
218;0,2
219;0,4
220;0,2
221;0,6
222;0,2
223;0,8
224;0,2
225;3,6
226;1,2
227;1,0
228;1,0
229;1,0
230;4,2
231;7,4
232;0,2
233;0,0
234;0,0
235;0,0
236;0,0
237;0,2
238;1,0
239;0,2
240;0,2
241;0,2
242;0,4
243;0,0
244;0,0
245;0,4
246;1,8
247;2,0
248;2,0
249;2,0
250;2,2
